Order ID,Sum of Discount
CA-2015-108259,1.3
CA-2015-123092,1.3
CA-2015-140718,1.3
CA-2015-143364,1.3
CA-2016-124590,1.3
CA-2016-130946,1.3
CA-2016-136231,1.3
CA-2016-140081,1.3
CA-2016-141957,1.3
CA-2016-144344,1.3
CA-2016-150483,1.3
CA-2016-159373,1.3
CA-2016-159940,1.3
CA-2017-100622,1.3
CA-2017-102610,1.3
CA-2017-131254,1.3
CA-2017-143378,1.3
CA-2017-153822,1.3
CA-2017-156664,1.3
US-2014-119137,1.3
US-2015-131359,1.3
US-2016-123750,1.3
US-2016-133879,1.3
US-2016-156986,1.3
US-2017-106663,1.3
US-2017-150595,1.3
US-2017-160836,1.3
CA-2014-131009,1.2999999999999998
CA-2015-109001,1.2999999999999998
CA-2015-122210,1.2999999999999998
CA-2015-154284,1.2999999999999998
CA-2016-164784,1.2999999999999998
CA-2017-106831,1.2999999999999998
US-2014-105767,1.2999999999999998
US-2017-110646,1.2999999999999998
US-2017-160465,1.2999999999999998
US-2017-166324,1.2999999999999998
CA-2014-112326,1.2000000000000002
CA-2014-130673,1.2000000000000002
CA-2014-142510,1.2000000000000002
CA-2014-148950,1.2000000000000002
CA-2014-164182,1.2000000000000002
CA-2015-109190,1.2000000000000002
CA-2015-111395,1.2000000000000002
CA-2015-113173,1.2000000000000002
CA-2015-137064,1.2000000000000002
CA-2015-157322,1.2000000000000002
CA-2015-157812,1.2000000000000002
CA-2016-130400,1.2000000000000002
CA-2016-158568,1.2000000000000002
CA-2017-104927,1.2000000000000002
CA-2017-111220,1.2000000000000002
CA-2017-121293,1.2000000000000002
CA-2017-127474,1.2000000000000002
CA-2017-140298,1.2000000000000002
CA-2017-144064,1.2000000000000002
CA-2017-150910,1.2000000000000002
CA-2017-158876,1.2000000000000002
US-2014-148838,1.2000000000000002
US-2014-151015,1.2000000000000002
US-2015-122140,1.2000000000000002
US-2015-159982,1.2000000000000002
US-2016-131114,1.2000000000000002
US-2017-105389,1.2000000000000002
US-2017-110576,1.2000000000000002
US-2017-125647,1.2000000000000002
CA-2014-124737,1.2
CA-2014-156244,1.2
CA-2015-154823,1.2
CA-2016-128531,1.2
CA-2016-128916,1.2
CA-2016-140018,1.2
CA-2016-156503,1.2
CA-2016-163328,1.2
CA-2016-165330,1.2
CA-2017-122539,1.2
CA-2017-134915,1.2
CA-2017-155642,1.2
US-2016-105452,1.2
US-2016-111563,1.2
US-2016-152051,1.2
CA-2017-106432,1.12
CA-2017-144491,1.12
US-2014-159618,1.12
CA-2014-103317,1.1
CA-2014-130428,1.1
CA-2014-133809,1.1
CA-2014-143903,1.1
CA-2014-144974,1.1
CA-2014-150798,1.1
CA-2015-106978,1.1
CA-2015-120341,1.1
CA-2015-120621,1.1
CA-2015-141327,1.1
CA-2015-156734,1.1
CA-2015-157343,1.1
CA-2015-168746,1.1
CA-2016-110772,1.1
CA-2016-112697,1.1
CA-2016-124016,1.1
CA-2016-125087,1.1
CA-2016-131744,1.1
CA-2016-137239,1.1
CA-2016-143406,1.1
CA-2016-149272,1.1
CA-2016-149279,1.1
CA-2016-156573,1.1
CA-2016-157707,1.1
CA-2016-158099,1.1
CA-2016-167507,1.1
CA-2017-100615,1.1
CA-2017-102414,1.1
CA-2017-110310,1.1
CA-2017-115119,1.1
CA-2017-116946,1.1
CA-2017-117422,1.1
CA-2017-117667,1.1
CA-2017-119193,1.1
CA-2017-121790,1.1
CA-2017-122154,1.1
CA-2017-138611,1.1
CA-2017-144498,1.1
CA-2017-144526,1.1
CA-2017-152583,1.1
CA-2017-153045,1.1
CA-2017-154011,1.1
CA-2017-158379,1.1
CA-2017-161774,1.1
CA-2017-162565,1.1
CA-2017-163006,1.1
US-2015-156867,1.1
US-2015-165512,1.1
US-2016-115455,1.1
US-2016-127971,1.1
US-2016-137295,1.1
US-2016-156097,1.1
US-2016-161844,1.1
US-2016-168620,1.1
US-2017-107979,1.1
US-2017-118556,1.1
US-2017-149510,1.1
US-2017-154872,1.1
CA-2017-168389,1.05
CA-2015-117415,1.02
CA-2014-102869,1
CA-2014-103744,1
CA-2014-103849,1
CA-2014-119172,1
CA-2014-120852,1
CA-2014-123498,1
CA-2014-124394,1
CA-2014-138681,1
CA-2014-154158,1
CA-2014-154963,1
CA-2014-163748,1
CA-2014-163867,1
CA-2014-165428,1
CA-2014-169649,1
CA-2015-103870,1
CA-2015-105613,1
CA-2015-126697,1
CA-2015-127607,1
CA-2015-129112,1
CA-2015-129217,1
CA-2015-131856,1
CA-2015-140025,1
CA-2015-141810,1
CA-2015-143147,1
CA-2015-144806,1
CA-2015-145394,1
CA-2015-148873,1
CA-2015-164007,1
CA-2016-106530,1
CA-2016-112739,1
CA-2016-113551,1
CA-2016-114209,1
CA-2016-136770,1
CA-2016-139234,1
CA-2016-144540,1
CA-2016-150007,1
CA-2016-158778,1
CA-2017-107958,1
CA-2017-115651,1
CA-2017-117443,1
CA-2017-119746,1
CA-2017-121216,1
CA-2017-122595,1
CA-2017-125269,1
CA-2017-127782,1
CA-2017-129021,1
CA-2017-131282,1
CA-2017-142867,1
CA-2017-144638,1
CA-2017-146024,1
CA-2017-150959,1
US-2014-100853,1
US-2014-103905,1
US-2014-104759,1
US-2014-161305,1
US-2015-117184,1
US-2015-118766,1
US-2015-129637,1
US-2015-161991,1
US-2015-163685,1
US-2016-100720,1
US-2016-141264,1
US-2016-160528,1
US-2017-108245,1
US-2017-117247,1
US-2017-119816,1
US-2017-120418,1
US-2017-151316,1
US-2017-158218,1
CA-2016-108987,0.9200000000000002
CA-2014-100678,0.9000000000000001
CA-2014-161508,0.9000000000000001
CA-2016-119186,0.9000000000000001
CA-2016-119963,0.9000000000000001
CA-2015-131884,0.9
CA-2016-121370,0.9
CA-2016-127236,0.9
CA-2016-145730,0.9
CA-2016-165316,0.9
CA-2017-102925,0.9
US-2014-127978,0.9
US-2017-165358,0.9
CA-2014-118192,0.8999999999999999
CA-2014-123400,0.8999999999999999
CA-2014-124079,0.8999999999999999
CA-2014-139542,0.8999999999999999
CA-2014-140165,0.8999999999999999
CA-2014-142965,0.8999999999999999
CA-2014-160773,0.8999999999999999
CA-2014-161249,0.8999999999999999
CA-2014-169257,0.8999999999999999
CA-2015-100734,0.8999999999999999
CA-2015-101091,0.8999999999999999
CA-2015-105312,0.8999999999999999
CA-2015-111325,0.8999999999999999
CA-2015-116750,0.8999999999999999
CA-2015-122756,0.8999999999999999
CA-2015-133445,0.8999999999999999
CA-2015-136147,0.8999999999999999
CA-2015-141565,0.8999999999999999
CA-2015-149636,0.8999999999999999
CA-2015-153535,0.8999999999999999
CA-2015-155600,0.8999999999999999
CA-2015-168459,0.8999999999999999
CA-2016-101693,0.8999999999999999
CA-2016-104969,0.8999999999999999
CA-2016-116232,0.8999999999999999
CA-2016-116918,0.8999999999999999
CA-2016-131968,0.8999999999999999
CA-2016-133123,0.8999999999999999
CA-2016-133872,0.8999999999999999
CA-2016-136322,0.8999999999999999
CA-2016-140417,0.8999999999999999
CA-2016-155670,0.8999999999999999
CA-2016-158211,0.8999999999999999
CA-2016-164154,0.8999999999999999
CA-2016-164574,0.8999999999999999
CA-2017-101049,0.8999999999999999
CA-2017-112004,0.8999999999999999
CA-2017-115070,0.8999999999999999
CA-2017-122987,0.8999999999999999
CA-2017-126354,0.8999999999999999
CA-2017-130141,0.8999999999999999
CA-2017-134096,0.8999999999999999
CA-2017-139402,0.8999999999999999
CA-2017-151855,0.8999999999999999
CA-2017-155824,0.8999999999999999
CA-2017-157112,0.8999999999999999
CA-2017-158120,0.8999999999999999
CA-2017-160423,0.8999999999999999
CA-2017-161893,0.8999999999999999
CA-2017-167703,0.8999999999999999
CA-2017-169404,0.8999999999999999
CA-2017-169894,0.8999999999999999
US-2014-140914,0.8999999999999999
US-2014-150574,0.8999999999999999
US-2014-164616,0.8999999999999999
US-2015-103471,0.8999999999999999
US-2015-110569,0.8999999999999999
US-2015-136259,0.8999999999999999
US-2016-108777,0.8999999999999999
US-2016-123470,0.8999999999999999
US-2016-150357,0.8999999999999999
US-2016-161683,0.8999999999999999
US-2017-107272,0.8999999999999999
US-2017-108315,0.8999999999999999
US-2017-110149,0.8999999999999999
US-2017-124303,0.8999999999999999
US-2017-128118,0.8999999999999999
US-2017-132059,0.8999999999999999
CA-2017-102204,0.8500000000000001
CA-2014-101147,0.8
CA-2014-102673,0.8
CA-2014-105340,0.8
CA-2014-108182,0.8
CA-2014-108273,0.8
CA-2014-113257,0.8
CA-2014-115259,0.8
CA-2014-115336,0.8
CA-2014-115812,0.8
CA-2014-117345,0.8
CA-2014-122609,0.8
CA-2014-125829,0.8
CA-2014-130421,0.8
CA-2014-130575,0.8
CA-2014-134572,0.8
CA-2014-138023,0.8
CA-2014-139598,0.8
CA-2014-162866,0.8
CA-2014-165393,0.8
CA-2014-165540,0.8
CA-2015-106208,0.8
CA-2015-111990,0.8
CA-2015-119627,0.8
CA-2015-119879,0.8
CA-2015-120397,0.8
CA-2015-123456,0.8
CA-2015-123939,0.8
CA-2015-126970,0.8
CA-2015-128125,0.8
CA-2015-129896,0.8
CA-2015-132136,0.8
CA-2015-135391,0.8
CA-2015-136378,0.8
CA-2015-144302,0.8
CA-2015-146829,0.8
CA-2015-150413,0.8
CA-2015-156608,0.8
CA-2016-103982,0.8
CA-2016-108364,0.8
CA-2016-108644,0.8
CA-2016-112025,0.8
CA-2016-116337,0.8
CA-2016-117226,0.8
CA-2016-117590,0.8
CA-2016-125920,0.8
CA-2016-126529,0.8
CA-2016-132017,0.8
CA-2016-132479,0.8
CA-2016-134691,0.8
CA-2016-142902,0.8
CA-2016-155481,0.8
CA-2016-158806,0.8
CA-2016-159737,0.8
CA-2016-162236,0.8
CA-2016-162404,0.8
CA-2016-165484,0.8
CA-2016-166240,0.8
CA-2016-168361,0.8
CA-2017-100314,0.8
CA-2017-100356,0.8
CA-2017-101728,0.8
CA-2017-103065,0.8
CA-2017-103765,0.8
CA-2017-106691,0.8
CA-2017-114524,0.8
CA-2017-117870,0.8
CA-2017-118640,0.8
CA-2017-124114,0.8
CA-2017-125199,0.8
CA-2017-125878,0.8
CA-2017-128426,0.8
CA-2017-130526,0.8
CA-2017-132976,0.8
CA-2017-134495,0.8
CA-2017-142489,0.8
CA-2017-144680,0.8
CA-2017-145093,0.8
CA-2017-146367,0.8
CA-2017-147228,0.8
CA-2017-149888,0.8
CA-2017-151484,0.8
CA-2017-152093,0.8
CA-2017-152807,0.8
CA-2017-154732,0.8
CA-2017-155936,0.8
CA-2017-156776,0.8
CA-2017-156958,0.8
CA-2017-158953,0.8
CA-2017-160633,0.8
CA-2017-161410,0.8
CA-2017-165099,0.8
US-2014-102715,0.8
US-2014-106992,0.8
US-2014-111171,0.8
US-2014-112200,0.8
US-2014-115189,0.8
US-2014-115987,0.8
US-2014-117058,0.8
US-2014-118486,0.8
US-2014-120236,0.8
US-2014-122959,0.8
US-2014-123519,0.8
US-2014-134971,0.8
US-2014-150924,0.8
US-2014-152723,0.8
US-2015-104430,0.8
US-2015-107349,0.8
US-2015-113327,0.8
US-2015-123918,0.8
US-2015-128090,0.8
US-2015-130519,0.8
US-2015-141453,0.8
US-2015-149692,0.8
US-2015-168704,0.8
US-2015-168914,0.8
US-2016-100419,0.8
US-2016-103674,0.8
US-2016-126452,0.8
US-2016-128195,0.8
US-2016-146710,0.8
US-2016-148334,0.8
US-2016-149790,0.8
US-2016-153815,0.8
US-2016-162103,0.8
US-2016-169040,0.8
US-2017-106579,0.8
US-2017-111024,0.8
US-2017-116701,0.8
US-2017-122637,0.8
US-2017-122714,0.8
US-2017-124926,0.8
US-2017-127341,0.8
US-2017-130603,0.8
US-2017-132031,0.8
US-2017-132206,0.8
US-2017-143028,0.8
US-2017-144582,0.8
US-2017-148551,0.8
US-2017-152366,0.8
US-2017-155299,0.8
US-2017-164147,0.8
CA-2014-154599,0.7500000000000001
CA-2015-164882,0.7500000000000001
CA-2017-117457,0.7500000000000001
CA-2015-105690,0.72
CA-2015-141243,0.72
CA-2016-162082,0.72
CA-2017-159149,0.72
CA-2017-157987,0.7000000000000001
CA-2014-101770,0.7
CA-2014-103702,0.7
CA-2014-105984,0.7
CA-2014-111360,0.7
CA-2014-112403,0.7
CA-2014-112718,0.7
CA-2014-114181,0.7
CA-2014-117478,0.7
CA-2014-126277,0.7
CA-2014-127299,0.7
CA-2014-133389,0.7
CA-2014-133690,0.7
CA-2014-134621,0.7
CA-2014-136742,0.7
CA-2014-139633,0.7
CA-2014-144029,0.7
CA-2014-146283,0.7
CA-2014-148383,0.7
CA-2014-148425,0.7
CA-2014-155796,0.7
CA-2014-162089,0.7
CA-2014-164210,0.7
CA-2015-100545,0.7
CA-2015-101924,0.7
CA-2015-102806,0.7
CA-2015-106362,0.7
CA-2015-110247,0.7
CA-2015-111339,0.7
CA-2015-113523,0.7
CA-2015-118738,0.7
CA-2015-118955,0.7
CA-2015-125696,0.7
CA-2015-129525,0.7
CA-2015-133977,0.7
CA-2015-138457,0.7
CA-2015-149384,0.7
CA-2015-160787,0.7
CA-2015-162950,0.7
CA-2015-166338,0.7
CA-2016-106306,0.7
CA-2016-106383,0.7
CA-2016-108567,0.7
CA-2016-113600,0.7
CA-2016-118178,0.7
CA-2016-118969,0.7
CA-2016-120796,0.7
CA-2016-123617,0.7
CA-2016-124562,0.7
CA-2016-130484,0.7
CA-2016-130911,0.7
CA-2016-133697,0.7
CA-2016-134222,0.7
CA-2016-136049,0.7
CA-2016-137652,0.7
CA-2016-140641,0.7
CA-2016-141180,0.7
CA-2016-144764,0.7
CA-2016-145499,0.7
CA-2016-146010,0.7
CA-2016-146521,0.7
CA-2016-152555,0.7
CA-2016-154536,0.7
CA-2016-157511,0.7
CA-2016-163202,0.7
CA-2016-164924,0.7
CA-2017-102337,0.7
CA-2017-105620,0.7
CA-2017-107832,0.7
CA-2017-110429,0.7
CA-2017-111374,0.7
CA-2017-112487,0.7
CA-2017-121678,0.7
CA-2017-122028,0.7
CA-2017-128944,0.7
CA-2017-133928,0.7
CA-2017-136497,0.7
CA-2017-140326,0.7
CA-2017-142671,0.7
CA-2017-147767,0.7
CA-2017-152205,0.7
CA-2017-152261,0.7
CA-2017-153654,0.7
CA-2017-154039,0.7
CA-2017-154760,0.7
CA-2017-155075,0.7
CA-2017-155089,0.7
CA-2017-155740,0.7
CA-2017-156412,0.7
CA-2017-159282,0.7
CA-2017-160801,0.7
CA-2017-161340,0.7
CA-2017-161592,0.7
CA-2017-161851,0.7
CA-2017-163692,0.7
CA-2017-168900,0.7
CA-2017-169817,0.7
US-2014-112564,0.7
US-2014-112872,0.7
US-2014-147774,0.7
US-2014-156216,0.7
US-2014-158638,0.7
US-2014-169789,0.7
US-2015-120572,0.7
US-2015-123218,0.7
US-2015-136476,0.7
US-2015-150161,0.7
US-2015-160150,0.7
US-2015-161347,0.7
US-2015-164238,0.7
US-2016-100839,0.7
US-2016-114622,0.7
US-2016-127334,0.7
US-2016-131891,0.7
US-2016-144393,0.7
US-2016-158288,0.7
US-2016-158309,0.7
US-2017-100209,0.7
US-2017-108014,0.7
US-2017-109484,0.7
US-2017-117331,0.7
US-2017-120390,0.7
US-2017-132927,0.7
US-2017-139647,0.7
US-2017-146878,0.7
US-2017-147655,0.7
US-2017-154851,0.7
US-2017-162068,0.7
US-2017-166611,0.7
US-2017-168116,0.7
US-2017-168690,0.7
CA-2015-122266,0.65
CA-2016-104276,0.65
US-2015-108966,0.65
US-2015-168935,0.65
CA-2014-106439,0.6000000000000001
CA-2014-108903,0.6000000000000001
CA-2014-110786,0.6000000000000001
CA-2014-115133,0.6000000000000001
CA-2014-116407,0.6000000000000001
CA-2014-131541,0.6000000000000001
CA-2014-133753,0.6000000000000001
CA-2014-134551,0.6000000000000001
CA-2014-138128,0.6000000000000001
CA-2014-138450,0.6000000000000001
CA-2014-138527,0.6000000000000001
CA-2014-140228,0.6000000000000001
CA-2014-142587,0.6000000000000001
CA-2014-153850,0.6000000000000001
CA-2014-155264,0.6000000000000001
CA-2014-158442,0.6000000000000001
CA-2014-159520,0.6000000000000001
CA-2014-163419,0.6000000000000001
CA-2014-164469,0.6000000000000001
CA-2014-168984,0.6000000000000001
CA-2014-169446,0.6000000000000001
CA-2014-169684,0.6000000000000001
CA-2015-101889,0.6000000000000001
CA-2015-120103,0.6000000000000001
CA-2015-120901,0.6000000000000001
CA-2015-127453,0.6000000000000001
CA-2015-128083,0.6000000000000001
CA-2015-129917,0.6000000000000001
CA-2015-130883,0.6000000000000001
CA-2015-131338,0.6000000000000001
CA-2015-132486,0.6000000000000001
CA-2015-132941,0.6000000000000001
CA-2015-137302,0.6000000000000001
CA-2015-137946,0.6000000000000001
CA-2015-138674,0.6000000000000001
CA-2015-141593,0.6000000000000001
CA-2015-153038,0.6000000000000001
CA-2015-155068,0.6000000000000001
CA-2015-161998,0.6000000000000001
CA-2015-162964,0.6000000000000001
CA-2015-164084,0.6000000000000001
CA-2015-168564,0.6000000000000001
CA-2016-101980,0.6000000000000001
CA-2016-102561,0.6000000000000001
CA-2016-104311,0.6000000000000001
CA-2016-111913,0.6000000000000001
CA-2016-111976,0.6000000000000001
CA-2016-113733,0.6000000000000001
CA-2016-113845,0.6000000000000001
CA-2016-113978,0.6000000000000001
CA-2016-114867,0.6000000000000001
CA-2016-118052,0.6000000000000001
CA-2016-119865,0.6000000000000001
CA-2016-121223,0.6000000000000001
CA-2016-123533,0.6000000000000001
CA-2016-124149,0.6000000000000001
CA-2016-124254,0.6000000000000001
CA-2016-126732,0.6000000000000001
CA-2016-129868,0.6000000000000001
CA-2016-134474,0.6000000000000001
CA-2016-137050,0.6000000000000001
CA-2016-143476,0.6000000000000001
CA-2016-146157,0.6000000000000001
CA-2016-148208,0.6000000000000001
CA-2016-148852,0.6000000000000001
CA-2016-149195,0.6000000000000001
CA-2016-149783,0.6000000000000001
CA-2016-156265,0.6000000000000001
CA-2016-160129,0.6000000000000001
CA-2016-161907,0.6000000000000001
CA-2016-162390,0.6000000000000001
CA-2016-168046,0.6000000000000001
CA-2017-100160,0.6000000000000001
CA-2017-101483,0.6000000000000001
CA-2017-102736,0.6000000000000001
CA-2017-111262,0.6000000000000001
CA-2017-112515,0.6000000000000001
CA-2017-113453,0.6000000000000001
CA-2017-117646,0.6000000000000001
CA-2017-119004,0.6000000000000001
CA-2017-121125,0.6000000000000001
CA-2017-121503,0.6000000000000001
CA-2017-123036,0.6000000000000001
CA-2017-124436,0.6000000000000001
CA-2017-124597,0.6000000000000001
CA-2017-127705,0.6000000000000001
CA-2017-129378,0.6000000000000001
CA-2017-130386,0.6000000000000001
CA-2017-131366,0.6000000000000001
CA-2017-131807,0.6000000000000001
CA-2017-131954,0.6000000000000001
CA-2017-132682,0.6000000000000001
CA-2017-133648,0.6000000000000001
CA-2017-134404,0.6000000000000001
CA-2017-136364,0.6000000000000001
CA-2017-137428,0.6000000000000001
CA-2017-139353,0.6000000000000001
CA-2017-140627,0.6000000000000001
CA-2017-141873,0.6000000000000001
CA-2017-142090,0.6000000000000001
CA-2017-143021,0.6000000000000001
CA-2017-144862,0.6000000000000001
CA-2017-144932,0.6000000000000001
CA-2017-145765,0.6000000000000001
CA-2017-147277,0.6000000000000001
CA-2017-147760,0.6000000000000001
CA-2017-152485,0.6000000000000001
CA-2017-152933,0.6000000000000001
CA-2017-156363,0.6000000000000001
CA-2017-157469,0.6000000000000001
CA-2017-159100,0.6000000000000001
CA-2017-161956,0.6000000000000001
CA-2017-162691,0.6000000000000001
CA-2017-166093,0.6000000000000001
CA-2017-167094,0.6000000000000001
US-2014-155544,0.6000000000000001
US-2014-164406,0.6000000000000001
US-2015-106873,0.6000000000000001
US-2015-134026,0.6000000000000001
US-2015-138303,0.6000000000000001
US-2015-153500,0.6000000000000001
US-2015-156496,0.6000000000000001
US-2015-159499,0.6000000000000001
US-2016-113649,0.6000000000000001
US-2016-115819,0.6000000000000001
US-2016-116365,0.6000000000000001
US-2016-125402,0.6000000000000001
US-2016-135720,0.6000000000000001
US-2016-135923,0.6000000000000001
US-2016-151827,0.6000000000000001
US-2016-161396,0.6000000000000001
US-2017-109253,0.6000000000000001
US-2017-117534,0.6000000000000001
US-2017-131961,0.6000000000000001
US-2017-142188,0.6000000000000001
US-2017-163300,0.6000000000000001
CA-2014-103086,0.6
CA-2014-110030,0.6
CA-2014-118276,0.6
CA-2014-119466,0.6
CA-2014-126802,0.6
CA-2015-129700,0.6
CA-2015-131352,0.6
CA-2015-141250,0.6
CA-2015-153073,0.6
CA-2015-157133,0.6
CA-2016-103919,0.6
CA-2016-128706,0.6
CA-2016-129847,0.6
CA-2016-130050,0.6
CA-2016-136595,0.6
CA-2016-137176,0.6
CA-2016-144645,0.6
CA-2016-149349,0.6
CA-2016-160241,0.6
CA-2016-167605,0.6
CA-2017-100111,0.6
CA-2017-103415,0.6
CA-2017-124191,0.6
CA-2017-125451,0.6
CA-2017-149720,0.6
CA-2017-157350,0.6
CA-2017-160045,0.6
CA-2017-161557,0.6
CA-2017-161739,0.6
CA-2017-166849,0.6
CA-2017-168739,0.6
US-2014-102631,0.6
US-2014-147606,0.6
US-2014-165589,0.6
US-2014-166310,0.6
US-2015-101399,0.6
US-2015-105676,0.6
US-2016-100566,0.6
US-2016-120460,0.6
US-2016-126844,0.6
US-2017-119319,0.6
CA-2014-156349,0.55
CA-2014-168494,0.55
CA-2015-100146,0.55
CA-2015-111514,0.55
CA-2015-121188,0.55
